,Source,Restaurant Name,Author,Rating,Time,Review
950,Google,MADRAS RESTAURANT- True Taste of South India,siva prasad,"Rated 5.0 out of 5,",a year ago,
951,Google,MADRAS RESTAURANT- True Taste of South India,man dhillon,"Rated 5.0 out of 5,",4 years ago,
952,Google,MADRAS RESTAURANT- True Taste of South India,Ravi Teja Dasi,"Rated 5.0 out of 5,",a year ago,
953,Google,MADRAS RESTAURANT- True Taste of South India,Yg Gupta,"Rated 1.0 out of 5,",3 years ago,
954,Google,MADRAS RESTAURANT- True Taste of South India,gur Deo,"Rated 5.0 out of 5,",3 years ago,
955,Google,MADRAS RESTAURANT- True Taste of South India,Justin Mahatoo,"Rated 5.0 out of 5,",5 years ago,
956,Google,MADRAS RESTAURANT- True Taste of South India,Poonam Rattu,"Rated 4.0 out of 5,",2 years ago,
957,Google,MADRAS RESTAURANT- True Taste of South India,Clinton Lowe,"Rated 2.0 out of 5,",3 years ago,
958,Google,MADRAS RESTAURANT- True Taste of South India,Fahad Khan,"Rated 4.0 out of 5,",3 years ago,
959,Google,MADRAS RESTAURANT- True Taste of South India,Prabhjit Singh,"Rated 5.0 out of 5,",a year ago,
960,Google,MADRAS RESTAURANT- True Taste of South India,John Dandi,"Rated 3.0 out of 5,",4 years ago,
961,Google,MADRAS RESTAURANT- True Taste of South India,harjot kaur,"Rated 4.0 out of 5,",2 years ago,
962,Google,MADRAS RESTAURANT- True Taste of South India,Nandini rathod,"Rated 2.0 out of 5,",3 years ago,
963,Google,MADRAS RESTAURANT- True Taste of South India,Haydyn Barreto,"Rated 3.0 out of 5,",2 years ago,
964,Google,MADRAS RESTAURANT- True Taste of South India,103 Sai Revanth,"Rated 5.0 out of 5,",3 years ago,
965,Google,MADRAS RESTAURANT- True Taste of South India,Pavan Kumar,"Rated 5.0 out of 5,",3 years ago,
966,Google,MADRAS RESTAURANT- True Taste of South India,Fateh Aulakh,"Rated 5.0 out of 5,",a year ago,
967,Google,MADRAS RESTAURANT- True Taste of South India,Mridula Singh,"Rated 5.0 out of 5,",a year ago,
968,Google,MADRAS RESTAURANT- True Taste of South India,Harshneet Kaur,"Rated 1.0 out of 5,",2 years ago,
969,Google,MADRAS RESTAURANT- True Taste of South India,Soleyman Wa.,"Rated 4.0 out of 5,",5 years ago,
970,Google,MADRAS RESTAURANT- True Taste of South India,Rajwinder Kaur,"Rated 1.0 out of 5,",2 years ago,
971,Google,MADRAS RESTAURANT- True Taste of South India,Mandar Dani,"Rated 3.0 out of 5,",4 years ago,
972,Google,MADRAS RESTAURANT- True Taste of South India,Ganesh Gadamsetty,"Rated 5.0 out of 5,",3 years ago,
973,Google,MADRAS RESTAURANT- True Taste of South India,Harsimran Bhandal,"Rated 5.0 out of 5,",2 years ago,
974,Google,MADRAS RESTAURANT- True Taste of South India,Manjot Kaur,"Rated 5.0 out of 5,",3 years ago,
975,Google,MADRAS RESTAURANT- True Taste of South India,Sri Sai Meghana Yarlagadda,"Rated 5.0 out of 5,",3 years ago,
976,Google,MADRAS RESTAURANT- True Taste of South India,Neeraj Katoch,"Rated 5.0 out of 5,",11 months ago,
977,Google,MADRAS RESTAURANT- True Taste of South India,Saidas Patange,"Rated 5.0 out of 5,",3 years ago,
978,Google,MADRAS RESTAURANT- True Taste of South India,Masihi Satsang,"Rated 4.0 out of 5,",a year ago,
979,Google,MADRAS RESTAURANT- True Taste of South India,Kavita J,"Rated 3.0 out of 5,",5 years ago,
980,Google,MADRAS RESTAURANT- True Taste of South India,Baljeet Singh,"Rated 3.0 out of 5,",4 years ago,
981,Google,MADRAS RESTAURANT- True Taste of South India,Ganesh Bhat,"Rated 1.0 out of 5,",6 years ago,
982,Google,MADRAS RESTAURANT- True Taste of South India,Ezra Raheja,"Rated 5.0 out of 5,",3 years ago,
983,Google,MADRAS RESTAURANT- True Taste of South India,manu kothari,"Rated 5.0 out of 5,",6 years ago,
984,Google,MADRAS RESTAURANT- True Taste of South India,Sanjeev Badola,"Rated 4.0 out of 5,",a year ago,
985,Google,MADRAS RESTAURANT- True Taste of South India,Ketan patel,"Rated 5.0 out of 5,",a year ago,
986,Google,MADRAS RESTAURANT- True Taste of South India,Vishnu Baby Kumar,"Rated 4.0 out of 5,",a year ago,
987,Google,MADRAS RESTAURANT- True Taste of South India,MANJOT SINGH,"Rated 4.0 out of 5,",3 years ago,
988,Google,MADRAS RESTAURANT- True Taste of South India,Jithu Mohan,"Rated 1.0 out of 5,",5 years ago,
989,Google,MADRAS RESTAURANT- True Taste of South India,Amrit Kharod,"Rated 2.0 out of 5,",3 years ago,
990,Google,MADRAS RESTAURANT- True Taste of South India,adreana fernandez,"Rated 3.0 out of 5,",3 years ago,
991,Google,MADRAS RESTAURANT- True Taste of South India,Sukhdeep Basi,"Rated 4.0 out of 5,",5 years ago,
992,Google,MADRAS RESTAURANT- True Taste of South India,Manpreet Singh,"Rated 5.0 out of 5,",a year ago,
993,Google,MADRAS RESTAURANT- True Taste of South India,Castan Arulappu,"Rated 2.0 out of 5,",3 years ago,
994,Google,MADRAS RESTAURANT- True Taste of South India,deepika s,"Rated 2.0 out of 5,",3 years ago,
995,Google,MADRAS RESTAURANT- True Taste of South India,Robin Reji,"Rated 4.0 out of 5,",a year ago,
996,Google,MADRAS RESTAURANT- True Taste of South India,Aaron Chu,"Rated 4.0 out of 5,",5 years ago,
997,Google,MADRAS RESTAURANT- True Taste of South India,munawwar shaikh,"Rated 5.0 out of 5,",2 years ago,
998,Google,MADRAS RESTAURANT- True Taste of South India,Kyle E. deFreitas,"Rated 5.0 out of 5,",2 years ago,
999,Google,MADRAS RESTAURANT- True Taste of South India,Navdeep Kanwar,"Rated 5.0 out of 5,",2 years ago,
1000,Google,MADRAS RESTAURANT- True Taste of South India,radhika bharti,"Rated 4.0 out of 5,",a year ago,
1001,Google,MADRAS RESTAURANT- True Taste of South India,Punam Singh,"Rated 5.0 out of 5,",4 years ago,
1002,Google,MADRAS RESTAURANT- True Taste of South India,Joe K,"Rated 3.0 out of 5,",4 years ago,
1003,Google,MADRAS RESTAURANT- True Taste of South India,Jasdeep Singh Gill,"Rated 5.0 out of 5,",2 years ago,
1004,Google,MADRAS RESTAURANT- True Taste of South India,CP Cp,"Rated 3.0 out of 5,",2 years ago,
1005,Google,MADRAS RESTAURANT- True Taste of South India,Vaishali Bhakar,"Rated 5.0 out of 5,",2 years ago,
1006,Google,MADRAS RESTAURANT- True Taste of South India,gurnish sohal,"Rated 4.0 out of 5,",3 years ago,
1007,Google,MADRAS RESTAURANT- True Taste of South India,Atul Kumar,"Rated 4.0 out of 5,",a month ago,
1008,Google,MADRAS RESTAURANT- True Taste of South India,Gursharanjit Singh,"Rated 4.0 out of 5,",6 years ago,
1009,Google,MADRAS RESTAURANT- True Taste of South India,Aman Preet Singh,"Rated 5.0 out of 5,",a year ago,
1010,Google,MADRAS RESTAURANT- True Taste of South India,S T,"Rated 1.0 out of 5,",3 years ago,
1011,Google,MADRAS RESTAURANT- True Taste of South India,Pretty,"Rated 4.0 out of 5,",3 years ago,
1012,Google,MADRAS RESTAURANT- True Taste of South India,rajashree karkera,"Rated 4.0 out of 5,",2 months ago,
1013,Google,MADRAS RESTAURANT- True Taste of South India,sukhjinder kaur,"Rated 4.0 out of 5,",3 months ago,
1014,Google,MADRAS RESTAURANT- True Taste of South India,Raghavendra Myageri,"Rated 1.0 out of 5,",3 years ago,
1015,Google,MADRAS RESTAURANT- True Taste of South India,Jipson Nedumthottiyil,"Rated 5.0 out of 5,",7 years ago,
1016,Google,MADRAS RESTAURANT- True Taste of South India,Shraboni Lahiri,"Rated 4.0 out of 5,",2 years ago,
1017,Google,MADRAS RESTAURANT- True Taste of South India,Munmun Kapoor,"Rated 5.0 out of 5,",11 months ago,
1018,Google,MADRAS RESTAURANT- True Taste of South India,Diana Abbas,"Rated 1.0 out of 5,",2 years ago,
1019,Google,MADRAS RESTAURANT- True Taste of South India,Paul Khanna,"Rated 5.0 out of 5,",4 years ago,
1020,Google,MADRAS RESTAURANT- True Taste of South India,robin nagra,"Rated 5.0 out of 5,",3 months ago,
1021,Google,MADRAS RESTAURANT- True Taste of South India,Arnold Ryan Fernandez,"Rated 3.0 out of 5,",3 years ago,
1022,Google,MADRAS RESTAURANT- True Taste of South India,Nirav Modi,"Rated 2.0 out of 5,",3 years ago,
1023,Google,MADRAS RESTAURANT- True Taste of South India,Karmveer Singh,"Rated 5.0 out of 5,",a year ago,
1024,Google,MADRAS RESTAURANT- True Taste of South India,Mitesh Solanki,"Rated 4.0 out of 5,",a year ago,
1025,Google,MADRAS RESTAURANT- True Taste of South India,Yesha Panchal,"Rated 1.0 out of 5,",8 months ago,
1026,Google,MADRAS RESTAURANT- True Taste of South India,Vikas Datta,"Rated 5.0 out of 5,",3 years ago,
1027,Google,MADRAS RESTAURANT- True Taste of South India,Viresh Kumar,"Rated 5.0 out of 5,",3 years ago,
1028,Google,MADRAS RESTAURANT- True Taste of South India,Ashish Aggarwal,"Rated 5.0 out of 5,",3 years ago,
1029,Google,MADRAS RESTAURANT- True Taste of South India,SURAJIT KANUNGO,"Rated 4.0 out of 5,",3 years ago,
1030,Google,MADRAS RESTAURANT- True Taste of South India,Sheetal,"Rated 4.0 out of 5,",5 years ago,
1031,Google,MADRAS RESTAURANT- True Taste of South India,Katherine Cinerari,"Rated 4.0 out of 5,",5 years ago,
1032,Google,MADRAS RESTAURANT- True Taste of South India,sumit dhameliya,"Rated 5.0 out of 5,",4 years ago,
1033,Google,MADRAS RESTAURANT- True Taste of South India,aman prashar,"Rated 3.0 out of 5,",3 years ago,
1034,Google,MADRAS RESTAURANT- True Taste of South India,Kim M,"Rated 4.0 out of 5,",4 years ago,
1035,Google,MADRAS RESTAURANT- True Taste of South India,Aman Ghuman,"Rated 5.0 out of 5,",3 years ago,
1036,Google,MADRAS RESTAURANT- True Taste of South India,navjot sidhu,"Rated 3.0 out of 5,",4 years ago,
1037,Google,MADRAS RESTAURANT- True Taste of South India,ATHUL GOVIND,"Rated 1.0 out of 5,",2 years ago,
1038,Google,MADRAS RESTAURANT- True Taste of South India,Rohan Sharma,"Rated 2.0 out of 5,",3 years ago,
1039,Google,MADRAS RESTAURANT- True Taste of South India,Ravi Inder Arora,"Rated 1.0 out of 5,",3 years ago,
1040,Google,MADRAS RESTAURANT- True Taste of South India,Arunava De,"Rated 4.0 out of 5,",3 years ago,
1041,Google,MADRAS RESTAURANT- True Taste of South India,Unnati Gundechia,"Rated 3.0 out of 5,",4 years ago,
1042,Google,MADRAS RESTAURANT- True Taste of South India,KIRANPREET SINGH,"Rated 3.0 out of 5,",2 years ago,
1043,Google,MADRAS RESTAURANT- True Taste of South India,harshdeep singh,"Rated 1.0 out of 5,",2 months ago,
1044,Google,MADRAS RESTAURANT- True Taste of South India,pardeep singh basra,"Rated 5.0 out of 5,",3 months ago,
1045,Google,MADRAS RESTAURANT- True Taste of South India,Vick Dhillon,"Rated 3.0 out of 5,",3 years ago,
1046,Google,MADRAS RESTAURANT- True Taste of South India,Raj Paleja,"Rated 3.0 out of 5,",3 years ago,
1047,Google,MADRAS RESTAURANT- True Taste of South India,James Joyal,"Rated 5.0 out of 5,",5 years ago,
1048,Google,MADRAS RESTAURANT- True Taste of South India,Sandeep Deol,"Rated 4.0 out of 5,",4 years ago,
1049,Google,MADRAS RESTAURANT- True Taste of South India,karthika ranganathan,"Rated 1.0 out of 5,",2 years ago,
1050,Google,MADRAS RESTAURANT- True Taste of South India,Arjun Sharma,"Rated 5.0 out of 5,",6 months ago,
1051,Google,MADRAS RESTAURANT- True Taste of South India,gaurang patel,"Rated 4.0 out of 5,",3 years ago,
1052,Google,MADRAS RESTAURANT- True Taste of South India,Sankeerth Nelanti,"Rated 5.0 out of 5,",2 years ago,
1053,Google,MADRAS RESTAURANT- True Taste of South India,Anish D,"Rated 5.0 out of 5,",3 years ago,
1054,Google,MADRAS RESTAURANT- True Taste of South India,Shilpa Dsouza,"Rated 3.0 out of 5,",5 years ago,
1055,Google,MADRAS RESTAURANT- True Taste of South India,Wasil Dhingra,"Rated 4.0 out of 5,",4 years ago,
1056,Google,MADRAS RESTAURANT- True Taste of South India,Seema Seema,"Rated 5.0 out of 5,",6 months ago,
1057,Google,MADRAS RESTAURANT- True Taste of South India,LudhianaTravelsChandigarh Ludhiana Travels,"Rated 4.0 out of 5,",3 months ago,
1058,Google,MADRAS RESTAURANT- True Taste of South India,Vineeth v,"Rated 4.0 out of 5,",a month ago,
1059,Google,MADRAS RESTAURANT- True Taste of South India,Gurpreet Singh,"Rated 4.0 out of 5,",4 years ago,
1060,Google,MADRAS RESTAURANT- True Taste of South India,Ritu Ritu,"Rated 4.0 out of 5,",2 years ago,
1061,Google,MADRAS RESTAURANT- True Taste of South India,KAN OBEROI,"Rated 4.0 out of 5,",5 years ago,
1062,Google,MADRAS RESTAURANT- True Taste of South India,Harman Gidda,"Rated 5.0 out of 5,",a year ago,
1063,Google,MADRAS RESTAURANT- True Taste of South India,notsoawsmrohit,"Rated 5.0 out of 5,",a year ago,
1064,Google,MADRAS RESTAURANT- True Taste of South India,Sharon Robinson,"Rated 2.0 out of 5,",5 years ago,
1065,Google,MADRAS RESTAURANT- True Taste of South India,Ramadevi Gamidi,"Rated 5.0 out of 5,",4 years ago,
1066,Google,MADRAS RESTAURANT- True Taste of South India,Prabhakaran Gunasekaran,"Rated 4.0 out of 5,",5 years ago,
1067,Google,MADRAS RESTAURANT- True Taste of South India,Jaideep Jassal,"Rated 5.0 out of 5,",3 years ago,
1068,Google,MADRAS RESTAURANT- True Taste of South India,SIDHU 0001,"Rated 5.0 out of 5,",5 years ago,
1069,Google,MADRAS RESTAURANT- True Taste of South India,Osama Usmani,"Rated 5.0 out of 5,",5 months ago,
1070,Google,MADRAS RESTAURANT- True Taste of South India,Amneet Brar,"Rated 2.0 out of 5,",3 years ago,
1071,Google,MADRAS RESTAURANT- True Taste of South India,Anshul arora,"Rated 1.0 out of 5,",3 years ago,
1072,Google,MADRAS RESTAURANT- True Taste of South India,Mark Castelino,"Rated 5.0 out of 5,",2 years ago,
1073,Google,MADRAS RESTAURANT- True Taste of South India,Ameer Ahmed,"Rated 5.0 out of 5,",6 months ago,
1074,Google,MADRAS RESTAURANT- True Taste of South India,Avneet Chahal,"Rated 1.0 out of 5,",4 years ago,
1075,Google,MADRAS RESTAURANT- True Taste of South India,NITIKA MASIH,"Rated 5.0 out of 5,",3 years ago,
1076,Google,MADRAS RESTAURANT- True Taste of South India,Prabhakaran Gunasekaran,"Rated 5.0 out of 5,",5 years ago,
1077,Google,MADRAS RESTAURANT- True Taste of South India,Anand Patel,"Rated 4.0 out of 5,",a year ago,
1078,Google,MADRAS RESTAURANT- True Taste of South India,Heena Ali,"Rated 5.0 out of 5,",3 years ago,
1079,Google,MADRAS RESTAURANT- True Taste of South India,Sanjay,"Rated 4.0 out of 5,",a year ago,
1080,Google,MADRAS RESTAURANT- True Taste of South India,Kumar Kota,"Rated 5.0 out of 5,",4 years ago,
1081,Google,MADRAS RESTAURANT- True Taste of South India,Sukhjinder Kaur,"Rated 5.0 out of 5,",3 years ago,
1082,Google,MADRAS RESTAURANT- True Taste of South India,Santhiya Jayaraman,"Rated 1.0 out of 5,",3 years ago,
1083,Google,MADRAS RESTAURANT- True Taste of South India,Dishankita Sood,"Rated 5.0 out of 5,",4 months ago,
1084,Google,MADRAS RESTAURANT- True Taste of South India,Mithun Deshpande,"Rated 5.0 out of 5,",4 years ago,
1085,Google,MADRAS RESTAURANT- True Taste of South India,Martin Fisher,"Rated 4.0 out of 5,",4 years ago,
1086,Google,MADRAS RESTAURANT- True Taste of South India,T I,"Rated 1.0 out of 5,",2 years ago,
1087,Google,MADRAS RESTAURANT- True Taste of South India,Penki rahulkumar Rahulkumar,"Rated 5.0 out of 5,",2 years ago,
1088,Google,MADRAS RESTAURANT- True Taste of South India,midhun abraham,"Rated 1.0 out of 5,",4 years ago,
1089,Google,MADRAS RESTAURANT- True Taste of South India,Jashxn Wraich,"Rated 5.0 out of 5,",10 months ago,
1090,Google,MADRAS RESTAURANT- True Taste of South India,aakash dhawan,"Rated 5.0 out of 5,",2 months ago,
1091,Google,MADRAS RESTAURANT- True Taste of South India,Ankita Patel,"Rated 4.0 out of 5,",3 years ago,
1092,Google,MADRAS RESTAURANT- True Taste of South India,Pankaj Bawa,"Rated 2.0 out of 5,",3 years ago,
1093,Google,MADRAS RESTAURANT- True Taste of South India,Anmolpreet Sharma,"Rated 5.0 out of 5,",a year ago,
1094,Google,MADRAS RESTAURANT- True Taste of South India,Pb 08,"Rated 5.0 out of 5,",3 years ago,
1095,Google,MADRAS RESTAURANT- True Taste of South India,Anandhakrishnan Murukan,"Rated 1.0 out of 5,",3 years ago,
1096,Google,MADRAS RESTAURANT- True Taste of South India,Jason Jack,"Rated 4.0 out of 5,",3 years ago,
1097,Google,MADRAS RESTAURANT- True Taste of South India,Nupur Chaudhary,"Rated 5.0 out of 5,",2 years ago,
1098,Google,MADRAS RESTAURANT- True Taste of South India,surneet sandhu,"Rated 4.0 out of 5,",4 years ago,
1099,Google,MADRAS RESTAURANT- True Taste of South India,nara simhan,"Rated 5.0 out of 5,",3 years ago,
1100,Google,MADRAS RESTAURANT- True Taste of South India,Jatinderjit Singh Joti,"Rated 5.0 out of 5,",3 years ago,
1101,Google,MADRAS RESTAURANT- True Taste of South India,vin sweet,"Rated 5.0 out of 5,",3 years ago,
1102,Google,MADRAS RESTAURANT- True Taste of South India,Mandeep Spal,"Rated 5.0 out of 5,",2 years ago,
1103,Google,MADRAS RESTAURANT- True Taste of South India,Priyanka Mankoo,"Rated 4.0 out of 5,",2 years ago,
1104,Google,MADRAS RESTAURANT- True Taste of South India,Birinder Singh,"Rated 5.0 out of 5,",3 years ago,
1105,Google,MADRAS RESTAURANT- True Taste of South India,Techno Frenzy,"Rated 1.0 out of 5,",a year ago,
1106,Google,MADRAS RESTAURANT- True Taste of South India,Kiran Mortgage Agent at Rock Mortgages,"Rated 3.0 out of 5,",3 years ago,
1107,Google,MADRAS RESTAURANT- True Taste of South India,Arun Kumar,"Rated 3.0 out of 5,",3 years ago,
1108,Google,MADRAS RESTAURANT- True Taste of South India,Baljinder Singh,"Rated 5.0 out of 5,",a month ago,
1109,Google,MADRAS RESTAURANT- True Taste of South India,Haran Karthik,"Rated 1.0 out of 5,",3 years ago,
1110,Google,MADRAS RESTAURANT- True Taste of South India,Navneet Sukhija,"Rated 3.0 out of 5,",3 years ago,
1111,Google,MADRAS RESTAURANT- True Taste of South India,Devsa rao,"Rated 4.0 out of 5,",3 years ago,
1112,Google,MADRAS RESTAURANT- True Taste of South India,Zubeen Joseph,"Rated 3.0 out of 5,",5 years ago,
1113,Google,MADRAS RESTAURANT- True Taste of South India,Manpreet Aulakh,"Rated 5.0 out of 5,",a year ago,
1114,Google,MADRAS RESTAURANT- True Taste of South India,Charanjit Saran,"Rated 5.0 out of 5,",6 months ago,
1115,Google,MADRAS RESTAURANT- True Taste of South India,Naseer Sk,"Rated 5.0 out of 5,",3 years ago,
1116,Google,MADRAS RESTAURANT- True Taste of South India,Saroj Bala,"Rated 3.0 out of 5,",3 years ago,
1117,Google,MADRAS RESTAURANT- True Taste of South India,Shyju Kozhisseri,"Rated 3.0 out of 5,",4 years ago,
1118,Google,MADRAS RESTAURANT- True Taste of South India,naurav singh,"Rated 4.0 out of 5,",5 years ago,
1119,Google,MADRAS RESTAURANT- True Taste of South India,Gurvinder Sandhu,"Rated 5.0 out of 5,",4 years ago,
